,gene_name
11949,MTUS2
11950,OR8K5
11951,GK3
11952,P3H3
11953,NXF2
11954,ZNF502
11955,ODAD1
11956,LRP3
11957,TRIM7
11958,RNF103
11959,RFLNA
11960,LILRA3
11961,CPA2
11962,MAST4
11963,CTTNBP2
11964,LILRB3
11965,WDR26
11966,RSL24D1
11967,PLA2G12B
11968,GPR157
11969,RPL36AL
11970,CSN2
11971,DNASE2
11972,OR11L1
11973,C1QTNF4
11974,ORMDL2
11975,GPR32P1
11976,ZNF692
11977,CA1
11978,SLC66A2
11979,SUMO1P1
11980,ZNF346
11981,AHNAK2
11982,DNASE1L1
11983,DBP
11984,A4GALT
11985,KLHL15
11986,OSGIN1
11987,GYS2
11988,MMP27
11989,ZNF135
11990,IGFALS
11991,CCNYL1
11992,PPP4R1
11993,SLC39A1
11994,ZNF420
11995,EDC4
11996,NAP1L4
11997,ADGB
11998,STH
11999,PTPN9
12000,TSSK3
12001,IGLV3-27
12002,DTX2
12003,FCSK
12004,CFAP36
12005,PAX4
12006,SYTL5
12007,PAQR8
12008,UBE2L5
12009,SNAPC2
12010,QSOX2
12011,SPCS3
12012,DCAF8
12013,SYNRG
12014,FBXL21P
12015,UBE2QL1
12016,SGPP2
12017,KCNQ4
12018,MEI4
12019,TIMM8A
12020,UBE2G1
12021,IGLV1-40
12022,LYPLAL1
12023,SPTLC3
12024,CTIF
12025,LGALS2
12026,IGLV1-51
12027,MT4
12028,RPL7L1
12029,MCUB
12030,VGLL4
12031,ZNF134
12032,GPR33
12033,PSG7
12034,AMY2A
12035,SRPRB
12036,SCRT2
12037,STK32A
12038,INTS2
12039,ZNF260
12040,FAM110A
12041,HSFY1
12042,ZNF296
12043,MYL1
12044,DLGAP2
12045,PSPN
12046,BSND
12047,BNIPL
12048,ACP2
12049,RSU1
12050,HIVEP2
12051,NXF3
12052,RASEF
12053,MEIG1
12054,OR8J3
12055,NFE4
12056,YIPF4
12057,SERPINB7
12058,RGR
12059,TMEM30B
12060,MFSD1
12061,CEP72
12062,ADIRF
12063,ZNF658
12064,MYORG
12065,PCARE
12066,HSPA4L
12067,GNL1
12068,MOXD2P
12069,TMEM216
12070,TNFAIP2
12071,MPZ
12072,DRC7
12073,OR5M9
12074,CYP4B1
12075,VARS1
12076,MINDY1
12077,ZCCHC4
12078,DOCK9
12079,SMIM22
12080,PRM3
12081,NOB1
12082,USP24
12083,OR8B4
12084,DHX32
12085,KCNS2
12086,TMPRSS11D
12087,FOXI2
12088,PAH
12089,GLMP
12090,OR8B12
12091,CILP
12092,SMYD4
12093,ELP6
12094,WDR36
12095,RASGEF1B
12096,OR5T3
12097,DNAJC21
12098,OR9Q1
12099,PTPRE
12100,TARM1
12101,ZFR
12102,CPO
12103,CDIPT
12104,TOMM22
12105,IRX6
12106,PABPC1L
12107,IBTK
12108,LTV1
12109,CLYBL
12110,CARD19
12111,PANX3
12112,ACOXL
12113,SLC14A1
12114,GMPR2
12115,GPR17
12116,HGD
12117,SNRK
12118,ZFAT
12119,FBLN7
12120,HERC6
12121,DIDO1
12122,MRPS18B
12123,REG1B
12124,ZBTB5
12125,ZNF649
12126,ASB15
12127,MYBPH
12128,TBC1D31
12129,CGN
12130,GPHB5
12131,TUBAL3
12132,IGSF8
12133,SLC25A47
12134,PCP4
12135,RDM1
12136,VIPR2
12137,TNFSF15
12138,NSUN4
12139,RTCA
12140,TSNARE1
12141,GALNT15
12142,ARHGEF9
12143,CNDP1
12144,RABGAP1
12145,DENND5A
12146,DIO1
12147,TAS2R4
12148,KLF14
12149,OR5D16
12150,HEMK1
12151,UBE2H
12152,ONECUT3
12153,AQP7P3
12154,UBXN7
12155,SIAE
12156,KCTD21
12157,TUBA4B
12158,SLC46A3
12159,RALY
12160,PDHX
12161,SLC16A5
12162,TIMM22
12163,TP53TG5
12164,TRIT1
12165,RTBDN
12166,SFT2D2
12167,LCTL
12168,SAP30BP
12169,CGB7
12170,PHF7
12171,TIMM17A
12172,TEX2
12173,CA6
12174,CHST14
12175,ADCK2
12176,SH2D3C
12177,FOXN2
12178,CHST13
12179,CTDSPL2
12180,TBX10
12181,ATL2
12182,MAMLD1
12183,SDHAF4
12184,UBASH3A
12185,SUCO
12186,LYSET
12187,ATRIP
12188,EIF3M
12189,KCNA10
12190,OR8H1
12191,CENPP
12192,NOC4L
12193,TMX2
12194,SLC12A8
12195,OTUD6A
12196,TRMT2B
12197,B9D2
12198,MAGEF1
12199,KBTBD7
12200,OR5I1
12201,THSD4
12202,KANSL2
12203,SNRNP35
12204,TRAPPC3L
12205,GPR21
12206,LGALS7
12207,MSH5
12208,GNG2
12209,ZFP69B
12210,H2AC7
12211,ZNF10
12212,CES2
12213,ZNF141
12214,PDP2
12215,TCF20
12216,PSAPL1
12217,MRTO4
12218,OR8B8
12219,ABCA9
12220,CDCA7
12221,OR5B17
12222,ST8SIA5
12223,DPT
12224,NDRG3
12225,OR5AR1
12226,MYBPC2
12227,DOK3
12228,UBN1
12229,ACAP2
12230,SGSM1
12231,GTPBP2
12232,PWWP2B
12233,PCDHB11
12234,OR5T2
12235,MTRFR
12236,PCMT1
12237,RTN4IP1
12238,MRPL39
12239,PDAP1
12240,PIGK
12241,IKZF5
12242,LYRM7
12243,PDCD11
12244,SCUBE2
12245,ZNF287
12246,CLCNKB
12247,AIDA
12248,ZC3H3
12249,PCDHB2
12250,CLMN
12251,DHRS11
12252,TAFA1
12253,STRIP1
12254,QTRT1
12255,TNMD
12256,DMTF1
12257,COQ9
12258,NDUFA11
12259,TAC4
12260,AKAP10
12261,OR5L2
12262,KHDRBS3
12263,JRK
12264,PLCL1
12265,GON7
12266,LUC7L
12267,BAP18
12268,ARL5C
12269,LRP10
12270,LYZL4
12271,OR2C1
12272,TXLNA
12273,EIF4EBP3
12274,NELFCD
12275,SPESP1
12276,MACC1
12277,MSL1
12278,PNPLA6
12279,RASA3
12280,RASSF10
12281,BTN1A1
12282,TMEM182
12283,MACROD1
12284,CFD
12285,PURG
12286,B3GNT4
12287,ZNF670
12288,OR8U3
12289,TNFRSF10D
12290,MPZL1
12291,EID1
12292,MBD6
12293,AIRIM
12294,TRMT9B
12295,COX6B1
12296,DDIAS
12297,CHRDL2
12298,TPST1
12299,RAB36
12300,IGLV1-44
12301,VMA21
12302,STIMATE
12303,GIMAP7
12304,NDUFA1
12305,PCMTD1
12306,MOCS2
12307,OR9I1
12308,KLF16
12309,C17orf75
12310,PCDHB16
12311,TSPAN18
12312,WDR91
12313,PMPCB
12314,TPSAB1
12315,TTC4
12316,ZBTB8OS
12317,NCR3
12318,MINAR2
12319,EFS
12320,DMAC2L
12321,RFXAP
12322,IGLV7-43
12323,ZNF800
12324,OR8H2
12325,UGT1A5
12326,UFC1
12327,ERMAP
12328,ITGB1BP2
12329,ST6GALNAC4
12330,CLEC17A
12331,OR5D3P
12332,FBXL22
12333,CBARP
12334,GZMH
12335,MRPS12
12336,OR9G4
12337,SP9
12338,TAMM41
12339,IGLL1
12340,PSMB11
12341,ADGRD1
12342,HDAC11
12343,ZNF789
12344,STXBP6
12345,UGT2B28
12346,KRT81
12347,FBXO43
12348,ZNF70
12349,SFXN2
12350,CCPG1
12351,MOB3C
12352,HES2
12353,LIPT2
12354,DCBLD2
12355,PLEKHG3
12356,TSHZ2
12357,ELOA
12358,TPMT
12359,FAM89B
12360,SLC45A1
12361,TOX4
12362,DSC3
12363,DLK1
12364,CNOT11
12365,TMSB4Y
12366,CD276
12367,EXOC3L1
12368,ATP6V1E2
12369,PRCD
12370,OR5AK2
12371,IGKV1-16
12372,OTUD6B
12373,CPLX4
12374,RGS22
12375,TIMM21
12376,S100A7A
12377,CATSPERD
12378,PPTC7
12379,LSS
12380,OR5M10
12381,SPIN2B
12382,SLC13A1
12383,MROH2B
12384,CKM
12385,CARNMT1
12386,GBP6
12387,MINDY3
12388,SPATC1L
12389,MRPS18A
12390,B3GNT7
12391,METAP1D
12392,POC1A
12393,RBM45
12394,RANBP6
12395,CD99
12396,NAA38
12397,KLRB1
12398,MRPS16
12399,PAPOLB
12400,PEX5L
12401,CST4
12402,KCTD12
12403,H2AJ
12404,CGREF1
12405,PGAM4
12406,NDUFA6
12407,H2AC12
12408,PLIN1
12409,GATB
12410,CLXN
12411,NME9
12412,PDPK2P
12413,BTD
12414,CST1
12415,CFAP298
12416,LARP1B
12417,P4HA3
12418,CABLES1
12419,ZC3H18
12420,TNFRSF10C
12421,PKIB
12422,LGI4
12423,EFCAB9
12424,XPNPEP2
12425,HSD17B7
12426,FREM3
12427,KLB
12428,ANKRD13B
12429,EMC7
12430,USP17L15
12431,HFM1
12432,RBFOX3
12433,RCOR3
12434,ABHD16A
12435,ZNF740
12436,PAG1
12437,OR8B3
12438,PKIG
12439,LCE1D
12440,ANGPTL6
12441,IFITM5
12442,TTYH3
12443,CEP170
12444,OR5M1
12445,GAREM1
12446,PPP2R2D
12447,H2BC26
12448,RANBP17
12449,AMT
12450,MUC5B
12451,LNX1
12452,ZNG1E
12453,HSD3B7
12454,PODN
12455,OR8D4
12456,PCBD2
12457,NDUFA2
12458,NECAB1
12459,TYW1B
12460,GET1
12461,SLC25A37
12462,OR8G2P
12463,BCL2L14
12464,TXLNG
12465,H2AC14
12466,ALPK3
12467,IQCJ-SCHIP1
12468,UTP23
12469,RFX7
12470,SFXN4
12471,SCGB3A1
12472,OR9Q2
12473,DNAAF6
12474,USP17L10
12475,LYPD3
12476,OR5M3
12477,ZNF579
12478,SREK1
12479,RBMS2
12480,RDH13
12481,AKAP1
12482,NPTX2
12483,SLC2A11
12484,C2CD6
12485,LNX2
12486,PAX7
12487,TSPAN8
12488,CHST7
12489,IL17RE
12490,PIGA
12491,CXCL14
12492,SWSAP1
12493,CENPK
12494,SLC44A5
12495,ADGRE3
12496,SCPEP1
12497,KCNG3
12498,CCNP
12499,KLF17
12500,OR5H1
12501,TRGV9
12502,SLURP2
12503,PIGT
12504,ADAMDEC1
12505,ZAR1L
12506,PPFIBP1
12507,LHFPL2
12508,PCNP
12509,CHADL
12510,MT-ND6
12511,KY
12512,IRAK1BP1
12513,OR8A1
12514,STK11IP
12515,ANKS6
12516,GPR12
12517,S100A5
12518,PPWD1
12519,CNIH4
12520,EMC9
12521,OR8D2
12522,WDR73
12523,MAIP1
12524,SYPL1
12525,POLR1H
12526,C2orf49
12527,OR2H2
12528,AMIGO2
12529,MRPS30
12530,TMEM126A
12531,NYNRIN
12532,OR8G5
12533,CPSF1
12534,HMGCS1
12535,JPT2
12536,DDX59
12537,ARL6IP4
12538,KCNG2
12539,SRSF11
12540,THAP9
12541,USP17L19
12542,LEMD3
12543,ZNF449
12544,TSEN54
12545,ARL14EP
12546,POPDC2
12547,TMEM86B
12548,PEX11G
12549,TMEM25
12550,RFT1
12551,LIPI
12552,OR5M8
12553,INHBC
12554,TMEM88
12555,MYH7B
12556,TPD52L1
12557,UBE2R2
12558,KRT80
12559,SIGLEC9
12560,GPHA2
12561,OR7D2
12562,ASTN1
12563,ASB4
12564,EPB41L1
12565,MT-ATP8
12566,DDX60L
12567,H2AC21
12568,CDC40
12569,SLC16A11
12570,TMEM196
12571,PCDHB10
12572,CYB561D1
12573,DEFB104A
12574,ATOX1
12575,SH3GLB2
12576,HTRA4
12577,GLIPR1L1
12578,PLEKHM2
12579,AGBL1
12580,KIAA0319L
12581,TRMT12
12582,DDHD1
12583,ZNF177
12584,ARL5A
12585,KRT33A
12586,PHKA2
12587,TIGIT
12588,OR5AK3P
12589,RPE
12590,SH3D19
12591,SH3BGRL3
12592,PAX1
12593,SMAP1
12594,MRPL49
12595,VPS35L
12596,HUNK
12597,OR5L1
12598,CYLC1
12599,FOXR2
12600,SDC3
12601,OMD
12602,CSRNP2
12603,PTPDC1
12604,COX6A1
12605,PRPF39
12606,ZDHHC24
12607,GYPA
12608,OLFM3
12609,KCNJ6
12610,KCNG4
12611,RANBP3L
12612,GADL1
12613,CDY1
12614,GPR32
12615,RSAD1
12616,FCRL4
12617,HIGD1A
12618,DNAJB14
12619,RGS13
12620,ZBTB24
12621,IGKV5-2
12622,ANKRD13A
12623,PFDN1
12624,MYCL
12625,DIPK2A
12626,KCNT2
12627,MRPL51
12628,GCSAM
12629,MOGAT3
12630,LRP1B
12631,FLVCR2
12632,ODF2L
12633,ART3
12634,SH2D2A
12635,DNAH12
12636,OR8G3P
12637,CMTR1
12638,GPSM3
12639,CLEC2D
12640,ZNF114
12641,CCNG2
12642,ANGPTL7
12643,DHX57
12644,ZNF784
12645,TAS2R5
12646,FOXB2
12647,NOXA1
12648,OCIAD2
12649,IGKV1D-39
12650,HSFX1
12651,ZNF711
12652,SARS2
12653,ATAD3B
12654,ZNF568
12655,KCNMB3
12656,PIRT
12657,ALG12
12658,LXN
12659,USP17L22
12660,KRT72
12661,PRUNE2
12662,ZNF687
12663,PLSCR2
12664,IGLV2-11
12665,NHLRC3
12666,GLP2R
12667,ARSL
12668,TAS1R1
12669,MARCHF9
12670,ELFN1
12671,HNRNPDL
12672,RGL2
12673,ACTR3B
12674,ADAM7
12675,MRPL36
12676,LEUTX
12677,TRIM49
12678,MPP4
12679,OR8B2
12680,TRGC1
12681,CIART
12682,UBAP2
12683,NRN1L
12684,OR5M11
12685,OR5AS1
12686,THRSP
12687,SNRNP48
12688,QRICH2
12689,SULT1C2
12690,MAK16
12691,HMG20A
12692,AFAP1
12693,OR5F1
12694,TTC17
12695,SLC9C2
12696,LSAMP
12697,COPRS
12698,CCDC120
12699,BRS3
12700,PPIL3
12701,KCNJ18
12702,FKBP15
12703,DSG3
12704,SERPINA6
12705,FAAP100
12706,ATP5MGL
12707,TMEM63B
12708,FIBIN
12709,TMEM127
12710,HNRNPR
12711,IL13RA1
12712,IFT70B
12713,NDUFAF7
12714,PPP1R3F
12715,SYNGR2
12716,KLK13
12717,TOMM20L
12718,MAGEE1
12719,DCAF17
12720,CREBRF
12721,SPINK2
12722,TAFA3
12723,BORCS7
12724,RBP7
12725,OR5K2
12726,RCC1L
12727,DSG4
12728,HS2ST1
12729,OR5T1
12730,DEFB133
12731,GJE1
12732,TRGV3
12733,PBLD
12734,RHOXF2
12735,ST6GAL2
12736,GPR83
12737,USP17L18
12738,PAFAH2
12739,SIRPB1
12740,IGLV2-23
12741,GPR107
12742,DCUN1D2
12743,CD300LG
12744,IGLV6-57
12745,MRPL37
12746,ZDHHC14
12747,TRPV3
12748,SLC25A44
12749,MAN2C1
12750,SIGLEC16
12751,CYSLTR2
12752,KRT79
12753,HPR
12754,CFAP47
12755,ZNF470
12756,FBXO31
12757,ZCCHC13
12758,TAF1A
12759,ARHGEF10L
12760,UFSP2
12761,PTGER1
12762,ACAT2
12763,AACS
12764,CYB5D2
12765,PLPP5
12766,OR5B21
12767,USP17L20
12768,TGM5
12769,MARVELD1
12770,PTGR3
12771,ASMTL
12772,ZC3H10
12773,TRMT1L
12774,TCTN2
12775,OR5B2
12776,IQCA1
12777,FUBP1
12778,OR5D14
12779,OXSM
12780,CNST
12781,ZNF136
12782,MRGPRX1
12783,SHC3
12784,POLD4
12785,OR5AL1
12786,SIGLEC5
12787,OR8U8
12788,GPR6
12789,NUPR2
12790,HABP2
12791,ZSCAN2
12792,WDR83OS
12793,MPND
12794,MRM3
12795,MARCHF6-DT
12796,IGLV3-1
12797,OR8J1
12798,PPP1R3E
12799,IBA57
12800,ATAD2B
12801,TJAP1
12802,SERPINB10
12803,NRG2
12804,GNL2
12805,USP17L12
12806,OR6B2
12807,SERPINB4
12808,DOP1A
12809,MIDEAS
12810,NPFFR1
12811,PSCA
12812,KCNH7
12813,MEPE
12814,SPCS1
12815,HMGN3
12816,CSN1S1
12817,LRRC10
12818,PYY
12819,GPR151
12820,USP17L21
12821,FEM1C
12822,RANBP3
12823,PWWP2A
12824,GRAMD2A
12825,COL22A1
12826,NUP50
12827,ASB3
12828,RLF
12829,DNLZ
12830,KCNJ1
12831,RLN2
12832,PROX2
12833,PSG1
12834,NT5C1B
12835,MAP3K21
12836,KDM4F
12837,RSRC1
12838,ADAM32
12839,CATSPERZ
12840,ARL14
12841,ART1
12842,SIGLEC8
12843,SLC37A2
12844,GABPB1
12845,SHISA5
12846,MMD2
12847,NADSYN1
12848,OR14I1
12849,PLCXD3
12850,CPN2
12851,PIGH
12852,CYREN
12853,INTS4
12854,DNAJC27
12855,COX8A
12856,MYNN
12857,DOK5
12858,FBXL14
12859,CHSY3
12860,PRG4
12861,TPST2
12862,KHDC4
12863,SALL2
12864,TEKT1
12865,TBCCD1
12866,MAML3
12867,TMSB15C
12868,SNRNP25
12869,PCGF6
12870,RASGEF1A
12871,ZNF587
12872,MLLT1
12873,WDR76
12874,GAN
12875,ZNF628
12876,CGNL1
12877,TRAV19
12878,RNF130
12879,APOL5
12880,FBXL4
12881,MOSMO
12882,RAB1C
12883,RP9
12884,ZXDC
12885,TXNDC9
12886,A4GNT
12887,SYDE2
12888,PDRG1
12889,TAF7L
12890,LRRC38
12891,MRPL45
12892,TAS2R43
12893,TLX1
12894,TCHH
12895,KCNK16
12896,ZNF398
12897,GPR108
12898,KGD4
12899,PCDHB5
12900,ICOS
12901,ALG3
12902,PRRC2C
12903,POU5F1B
12904,PARPBP
12905,EVC2
12906,SLC2A4RG
12907,CLCN1
12908,USP17L13
12909,MN1
12910,MUC13
12911,PNO1
12912,ZNF396
12913,MKX
12914,PEAK3
12915,CSRNP3
12916,CD5
12917,ARHGAP31
12918,TMEM74
12919,PPRC1
12920,MGAT5B
12921,ZC3H12C
12922,RXYLT1
12923,OR8D1
12924,SLC2A7
12925,RAX2
12926,TMEM161A
12927,ZFP64
12928,FOXP4
12929,LACTB
12930,SLC25A21
12931,CCDC117
12932,FCRL6
12933,UBXN4
12934,RRP12
12935,GFRA2
12936,GSC2
12937,RTP5
12938,GSTA2
12939,GSTT2B
12940,PPP1R7
12941,GALNT5
12942,MATK
12943,ZIC5
12944,BTN3A1
12945,UQCRB
12946,ZBTB22
12947,SPATA18
12948,EIF1AD
12949,ACOT9
12950,ALG5
12951,SFTA3
12952,USP17L11
12953,TYW5
12954,TTLL2
12955,NDUFA5
12956,SLFN12
12957,CDKL4
12958,DOK4
12959,THEMIS2
12960,L3MBTL2
12961,MRPL35
12962,IFIT3
12963,ZSCAN1
12964,ARL11
12965,EDIL3
12966,ABTB3
12967,NCOA7
12968,RALGPS1
12969,GOLGA1
12970,GMPR
12971,MRPL54
12972,SDK2
12973,RRP1
12974,CCNDBP1
12975,ZNF496
12976,REEP5
12977,AMPD1
12978,KCTD8
12979,MRPL2
12980,NOL11
12981,HEXD
12982,DRAM1
12983,IGLV2-8
12984,COL26A1
12985,CARF
12986,IL21R
12987,BORCS6
12988,PABPC4L
12989,GK5
12990,FGFBP3
12991,VWA2
12992,CCZ1
12993,ZNF251
12994,NLRP4
12995,CCDC87
12996,ELF5
12997,NDUFB10
12998,EIF4B
12999,HYCC1
13000,ANKS1A
13001,TAC3
13002,PLA1A
13003,SNX32
13004,MRPL57
13005,CGGBP1
13006,EDC3
13007,SVOP
13008,OR8K1
13009,KCNJ14
13010,UBL7
13011,OR5B3
13012,MEX3D
13013,OR5D13
13014,OR5D18
13015,RSPO4
13016,GNRH2
13017,USP17L17
13018,PSG6
13019,SNX20
13020,ZNF8
13021,SCAMP3
13022,C1GALT1C1
13023,SEC31B
13024,GPR50
13025,IL31
13026,FASTKD1
13027,NCR1
13028,CLPSL2
13029,TNS3
13030,ZNF354B
13031,ENOSF1
13032,CCT6B
13033,DMXL2
13034,NTAN1
13035,ADISSP
13036,EBF1
13037,NTSR2
13038,ZNG1A
13039,TEKT4
13040,PRRC2A
13041,PRSS41
13042,INTS12
13043,MIA2
13044,CST2
13045,ZNF334
13046,COX5A
13047,RASA2
13048,CEP57L1
13049,ZNF550
13050,TMBIM4
13051,NKX2-4
13052,DPP6
13053,SENP7
13054,MTRES1
13055,CD69
13056,STK32C
13057,ERLEC1
13058,ZPBP
13059,DZIP3
13060,DKK4
13061,CATIP
13062,HACD4
13063,GRINA
13064,H2BW1
13065,ZBTB8A
13066,USP53
13067,FBXO21
13068,TBL1Y
13069,TRIM49C
13070,NFXL1
13071,ARHGAP25
13072,PAK1IP1
13073,KCNK18
13074,ZNF512B
13075,H2AC18
13076,SYTL3
13077,BCL6B
13078,TOR4A
13079,MLXIP
13080,STOX2
13081,RLIG1
13082,ADAM29
13083,ZNF236
13084,AVEN
13085,SLC7A13
13086,TIMM17B
13087,VCX
13088,MRPS6
13089,TRIM67
13090,ARHGEF40
13091,PNMT
13092,ZFP90
13093,SLC16A8
13094,PCDHB9
13095,TGM4
13096,PRSS56
13097,NAA30
13098,OR8K3
13099,RNFT1
13100,LZTR1
13101,EMC3
13102,EIF1B
13103,CPA1
13104,SPP2
13105,GRID2IP
13106,TCTN3
13107,TRMT5
13108,RNF157
13109,TMEM201
13110,OR8I2
13111,PIGY
13112,MTX3
13113,SERF1A
13114,LY6E
13115,ALG13
13116,ARSK
13117,ZNF467
13118,TPRA1
13119,UPK1A
13120,MRPL27
13121,SLC25A41
13122,PWWP3A
13123,CTNNAL1
13124,NRSN1
13125,TREH
13126,PARP12
13127,CYP4F8
13128,DAPP1
13129,ADGRL2
13130,TSPAN12
13131,TPH2
13132,VPS45
13133,SH2D1B
13134,PPP1R1C
13135,PANK4
13136,KRT39
13137,ADAMTSL5
13138,RPL26L1
13139,RARRES1
13140,ZNF778
13141,MRPL19
13142,HYAL4
13143,TMTC3
13144,RAB11FIP1
13145,GALNT16
13146,KISS1R
13147,FEZ2
13148,SLC35A5
13149,PITRM1
13150,ADAMTSL2
13151,GTPBP3
13152,INF2
13153,CCDC51
13154,SLC52A1
13155,TCF24
13156,ZFP57
13157,PIGB
13158,EXPH5
13159,C11orf54
13160,RPAP1
13161,NRIP2
13162,ZBED2
13163,MTERF2
13164,RTP2
13165,FBXW4
13166,MRPL1
13167,IGKV1D-16
13168,IL17B
13169,FRMD4B
13170,CUZD1
13171,STRIT1
13172,FOXL3
13173,CNTD1
13174,STEAP1
13175,MRPL46
13176,HSP90B2P
13177,CFAP157
13178,WSB1
13179,ZNF263
13180,RMDN1
13181,NPAS3
13182,OR5AP2
13183,MOBP
13184,OR6K6
13185,BLTP3B
13186,OR6B1
13187,MIGA2
13188,MRM1
13189,GALNT18
13190,DACH2
13191,THSD7A
13192,MYMK
13193,YY2
13194,EMC4
13195,CMTM7
13196,ZSCAN5B
13197,SLC2A12
13198,MRPL4
13199,OR5H2
13200,DCUN1D4
13201,OR10K1
13202,HARBI1
13203,UQCR10
13204,CRISP1
13205,BPIFA2
13206,RBMY1C
13207,ALG10
13208,MAML2
13209,ZFP69
13210,TPRX1
13211,ZNF511
13212,OR6K2
13213,MMAB
13214,RPF1
13215,LRRTM3
13216,CEACAM4
13217,TNFAIP8
13218,PIGP
13219,OR4E2
13220,MFAP5
13221,CIROP
13222,PACC1
13223,GOLM1
13224,ADAMTS14
13225,ANKIB1
13226,ZNF239
13227,HS3ST3A1
13228,HCST
13229,DUXA
13230,ZNF20
13231,NCF1C
13232,EPYC
13233,SEBOX
13234,UTP14A
13235,FMNL2
13236,ASCL4
13237,MIGA1
13238,KCTD1
13239,MTO1
13240,VSTM5
13241,HHLA2
13242,PPP6R3
13243,DDX10
13244,OR5H6
13245,NANOGP8
13246,DOLK
13247,MPI
13248,RNF182
13249,OR10T2
13250,ZBTB43
13251,ARHGAP42
13252,ELOA2
13253,RAPGEFL1
13254,NEMP1
13255,SFT2D1
13256,ZBTB8B
13257,ZNF564
13258,MEX3B
13259,RALGAPA1
13260,RPAP3
13261,RPUSD2
13262,DEFB136
13263,MRPS11
13264,GFM2
13265,ORAI2
13266,PWP2
13267,AMY1C
13268,FANCF
13269,ISYNA1
13270,SLC30A6
13271,WDR13
13272,PPP6R2
13273,NTN3
13274,ADAT3
13275,ZC3H7B
13276,ZBTB7C
13277,PSMD5
13278,ZNF705A
13279,ZNF623
13280,TXNDC17
13281,H2AC20
13282,PAQR7
13283,NAXD
13284,MRPL34
13285,BTBD10
13286,S100A3
13287,ZNF165
13288,PHKA1
13289,NANP
13290,EVI2B
13291,DCLK3
13292,MBOAT4
13293,IRF2BP2
13294,RNASE1
13295,SPSB2
13296,GOLGA3
13297,CLMP
13298,MRM2
13299,RWDD1
13300,BPHL
13301,SHOC1
13302,CES3
13303,MON1B
13304,TEX261
13305,TRMT11
13306,KRT40
13307,AHCYL2
13308,KLK1
13309,PPP1R3A
13310,DEFB110
13311,SPINDOC
13312,THEM5
13313,MFSD4B
13314,OR10A4
13315,TBC1D25
13316,TTC7A
13317,ZNF430
13318,TXNDC2
13319,PRSS16
13320,TTC39B
13321,ACAD10
13322,CAB39L
13323,RADIL
13324,TBKBP1
13325,MRPS26
13326,MAGEC2
13327,GLYATL2
13328,MPV17L
13329,HRK
13330,FRS3
13331,GALK2
13332,OR51B4
13333,SLC6A16
13334,ARMC1
13335,TBC1D8B
13336,CMTR2
13337,OSTM1
13338,CA5A
13339,DCTN6
13340,ZNF248
13341,EFHD1
13342,OR10G4
13343,ELL2
13344,HACD1
13345,ADAMTS19
13346,PTBP2
13347,ZNF497
13348,SLC22A24
13349,PADI3
13350,IL3RA
13351,OR5AC2
13352,MCAT
13353,HNRNPUL2
13354,ZKSCAN5
13355,HECA
13356,POU5F2
13357,LIMD2
13358,GMPPB
13359,GPR174
13360,UBE2F
13361,FCAR
13362,SLCO1B3-SLCO1B7
13363,THADA
13364,ZDHHC11B
13365,MRPL17
13366,SHCBP1L
13367,ZNF408
13368,SC5D
13369,ZFP1
13370,PRSS23
13371,TMEM150C
13372,TRIM64
13373,MTURN
13374,RCOR2
13375,OR8G1
13376,H3Y1
13377,RBM33
13378,NCF1B
13379,G6PC3
13380,SRGAP3
13381,RNF121
13382,ALKBH6
13383,OR8U9
13384,C1RL
13385,DDI1
13386,TDRD6
13387,TRA
13388,COL21A1
13389,UNC80
13390,CARS2
13391,TAS2R13
13392,BPNT1
13393,ABCC12
13394,CHDH
13395,SNRNP27
13396,ANHX
13397,NDUFC1
13398,SLC22A9
13399,GALNT14
13400,RTP3
13401,ZNF599
13402,PVALB
13403,GPN1
13404,MON1A
13405,MPV17L2
13406,CCDC6
13407,ETV3L
13408,CNKSR3
13409,PXMP2
13410,KHNYN
13411,TMEM50A
13412,GLIPR2
13413,DMWD
13414,PRMT9
13415,FAM3D
13416,CST5
13417,MAP3K15
13418,APOL4
13419,CNTNAP4
13420,MRPL38
13421,ZNF462
13422,ZSCAN18
13423,POM121B
13424,CHST15
13425,OR3A4P
13426,NT5M
13427,CACNG6
13428,MRPL22
13429,KCTD16
13430,BMERB1
13431,VPS13D
13432,PIGQ
13433,TP53I13
13434,NOL8
13435,SAMD11
13436,LRRC55
13437,TRIM43B
13438,STOML3
13439,USP17L7
13440,MTIF3
13441,IGKV2-28
13442,ECEL1
13443,SCAF1
13444,PCDHGC5
13445,MTRNR2L5
13446,RASSF3
13447,DEFB130A
13448,ANKRD9
13449,ZKSCAN1
13450,OR7A17
13451,CCDC137
13452,TNPO2
13453,KDM4E
13454,FKBP3
13455,S100A2
13456,SLC35A4
13457,GNPNAT1
13458,ZNF317
13459,SUSD2
13460,SSU72L5
13461,TREML4
13462,EBF3
13463,ZFC3H1
13464,OR13C5
13465,MRPL52
13466,TSC22D3
13467,MRPS22
13468,SPATA19
13469,OR1K1
13470,OR9K2
13471,H3-7
13472,EMC1
13473,TNFRSF17
13474,SLC41A3
13475,KCNG1
13476,B3GAT2
13477,ZNF479
13478,PNPLA7
13479,RBM27
13480,NINL
13481,FRMPD4
13482,SERPINA4
13483,OR51V1
13484,UNKL
13485,PCDHGC3
13486,DNAJB7
13487,EQTN
13488,ZFYVE28
13489,PRPF38A
13490,POC5
13491,OR14A2
13492,ZNF688
